#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2015";"AC";"PORTO WALTER";"MUNICIPAL";"PRÉ-ESCOLA";31700,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";259900,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"CRECHE";35000,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"EJA";1205196,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";5432540,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO";2584460,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"INDÍGENA";611960,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";2117592,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - INDÍGENA";34500,00
"2015";"AC";"RIO BRANCO";"ESTADUAL";"PRÉ-ESCOLA";21200,00
"2015";"AC";"RIO BRANCO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";39900,00
"2015";"AC";"RIO BRANCO";"MUNICIPAL";"CRECHE";454400,00
"2015";"AC";"RIO BRANCO";"MUNICIPAL";"EJA";50340,00
"2015";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO FUNDAMENTAL";642660,00
"2015";"AC";"RIO BRANCO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";263352,00
"2015";"AC";"RIO BRANCO";"MUNICIPAL";"PRÉ-ESCOLA";937200,00
"2015";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6500,00
"2015";"AC";"RODRIGUES ALVES";"MUNICIPAL";"CRECHE";118000,00
"2015";"AC";"RODRIGUES ALVES";"MUNICIPAL";"EJA";88680,00
"2015";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";142780,00
"2015";"AC";"RODRIGUES ALVES";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";132312,00
"2015";"AC";"RODRIGUES ALVES";"MUNICIPAL";"PRÉ-ESCOLA";63300,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1300,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"CRECHE";19000,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"EJA";5400,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ENSINO FUNDAMENTAL";46500,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"INDÍGENA";131880,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";23400,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - INDÍGENA";8964,00
"2015";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"PRÉ-ESCOLA";14400,00
"2015";"AC";"SENA MADUREIRA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";10900,00
"2015";"AC";"SENA MADUREIRA";"MUNICIPAL";"CRECHE";31200,00
"2015";"AC";"SENA MADUREIRA";"MUNICIPAL";"EJA";11760,00
"2015";"AC";"SENA MADUREIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";286620,00
"2015";"AC";"SENA MADUREIRA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";204144,00
"2015";"AC";"SENA MADUREIRA";"MUNICIPAL";"PRÉ-ESCOLA";80900,00
"2015";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";400,00
"2015";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"CRECHE";13600,00
"2015";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"EJA";20280,00
"2015";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ENSINO FUNDAMENTAL";124720,00
"2015";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";167832,00
"2015";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"PRÉ-ESCOLA";75700,00
"2015";"AC";"TARAUACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7300,00
"2015";"AC";"TARAUACA";"MUNICIPAL";"CRECHE";59800,00
"2015";"AC";"TARAUACA";"MUNICIPAL";"EJA";55320,00
"2015";"AC";"TARAUACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";322760,00
"2015";"AC";"TARAUACA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";166200,00
"2015";"AC";"TARAUACA";"MUNICIPAL";"PRÉ-ESCOLA";130400,00
"2015";"AC";"XAPURI";"MUNICIPAL";"EJA";9480,00
"2015";"AC";"XAPURI";"MUNICIPAL";"ENSINO FUNDAMENTAL";45960,00
"2015";"AC";"XAPURI";"MUNICIPAL";"PRÉ-ESCOLA";39300,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";12700,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"CRECHE";12400,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"EJA";33300,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"ENSINO FUNDAMENTAL";208140,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";120648,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";5040,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"PRÉ-ESCOLA";60300,00
"2015";"AL";"AGUA BRANCA";"MUNICIPAL";"QUILOMBOLA";57480,00
"2015";"AL";"ANADIA";"MUNICIPAL";"CRECHE";39000,00
"2015";"AL";"ANADIA";"MUNICIPAL";"EJA";13320,00
"2015";"AL";"ANADIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";166440,00
"2015";"AL";"ANADIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";143184,00
"2015";"AL";"ANADIA";"MUNICIPAL";"PRÉ-ESCOLA";39700,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";31100,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"CRECHE";316000,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"EJA";176300,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1640660,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";554352,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";13440,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"PRÉ-ESCOLA";391300,00
"2015";"AL";"ARAPIRACA";"MUNICIPAL";"QUILOMBOLA";107760,00
"2015";"AL";"ATALAIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2100,00
"2015";"AL";"ATALAIA";"MUNICIPAL";"CRECHE";83600,00
"2015";"AL";"ATALAIA";"MUNICIPAL";"EJA";62400,00
"2015";"AL";"ATALAIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";450580,00
"2015";"AL";"ATALAIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";231888,00
"2015";"AL";"ATALAIA";"MUNICIPAL";"PRÉ-ESCOLA";139200,00
"2015";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3600,00
"2015";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"CRECHE";21800,00
"2015";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"EJA";41660,00
"2015";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"ENSINO FUNDAMENTAL";189620,00
"2015";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";107904,00
"2015";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"PRÉ-ESCOLA";42500,00
"2015";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4500,00
"2015";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"CRECHE";32400,00
"2015";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"EJA";11880,00
"2015";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ENSINO FUNDAMENTAL";101240,00
"2015";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";28176,00
"2015";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"PRÉ-ESCOLA";21000,00
"2015";"AL";"BATALHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2400,00
"2015";"AL";"BATALHA";"MUNICIPAL";"CRECHE";94800,00
"2015";"AL";"BATALHA";"MUNICIPAL";"EJA";83580,00
"2015";"AL";"BATALHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";163560,00
"2015";"AL";"BATALHA";"MUNICIPAL";"PRÉ-ESCOLA";40700,00
"2015";"AL";"BATALHA";"MUNICIPAL";"QUILOMBOLA";20280,00
"2015";"AL";"BELEM";"MUNICIPAL";"CRECHE";11200,00
"2015";"AL";"BELEM";"MUNICIPAL";"EJA";41760,00
"2015";"AL";"BELEM";"MUNICIPAL";"ENSINO FUNDAMENTAL";99600,00
"2015";"AL";"BELEM";"MUNICIPAL";"PRÉ-ESCOLA";16100,00
"2015";"AL";"BELEM";"MUNICIPAL";"QUILOMBOLA";7320,00
"2015";"AL";"BELO MONTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2500,00
"2015";"AL";"BELO MONTE";"MUNICIPAL";"CRECHE";36800,00
"2015";"AL";"BELO MONTE";"MUNICIPAL";"EJA";12860,00
"2015";"AL";"BELO MONTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";79560,00
"2015";"AL";"BELO MONTE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";44640,00
"2015";"AL";"BELO MONTE";"MUNICIPAL";"PRÉ-ESCOLA";19000,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7200,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"CRECHE";61400,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"EJA";16740,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"ENSINO FUNDAMENTAL";272880,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"ENSINO MÉDIO";9600,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";101184,00
"2015";"AL";"BOCA DA MATA";"MUNICIPAL";"PRÉ-ESCOLA";64700,00
"2015";"AL";"BRANQUINHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7300,00
"2015";"AL";"BRANQUINHA";"MUNICIPAL";"CRECHE";75200,00
"2015";"AL";"BRANQUINHA";"MUNICIPAL";"EJA";13260,00
"2015";"AL";"BRANQUINHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";127980,00
"2015";"AL";"BRANQUINHA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";69672,00
"2015";"AL";"BRANQUINHA";"MUNICIPAL";"PRÉ-ESCOLA";41500,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"CRECHE";62400,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"EJA";18000,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";103800,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";46944,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";4620,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"PRÉ-ESCOLA";29100,00
"2015";"AL";"CACIMBINHAS";"MUNICIPAL";"QUILOMBOLA";12960,00
"2015";"AL";"CAJUEIRO";"MUNICIPAL";"CRECHE";102600,00
"2015";"AL";"CAJUEIRO";"MUNICIPAL";"EJA";23500,00
"2015";"AL";"CAJUEIRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";752540,00
"2015";"AL";"CAJUEIRO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";23112,00
"2015";"AL";"CAJUEIRO";"MUNICIPAL";"PRÉ-ESCOLA";78000,00
"2015";"AL";"CAMPESTRE";"MUNICIPAL";"CRECHE";22000,00
"2015";"AL";"CAMPESTRE";"MUNICIPAL";"EJA";40800,00
"2015";"AL";"CAMPESTRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";98020,00
"2015";"AL";"CAMPESTRE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";3240,00
"2015";"AL";"CAMPESTRE";"MUNICIPAL";"PRÉ-ESCOLA";16100,00
"2015";"AL";"CAMPO ALEGRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6200,00
"2015";"AL";"CAMPO ALEGRE";"MUNICIPAL";"CRECHE";145200,00
"2015";"AL";"CAMPO ALEGRE";"MUNICIPAL";"EJA";54660,00
"2015";"AL";"CAMPO ALEGRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";384360,00
"2015";"AL";"CAMPO ALEGRE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";365112,00
"2015";"AL";"CAMPO ALEGRE";"MUNICIPAL";"PRÉ-ESCOLA";138900,00
"2015";"AL";"CAMPO GRANDE";"MUNICIPAL";"EJA";59480,00
"2015";"AL";"CAMPO GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";143100,00
"2015";"AL";"CAMPO GRANDE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";98736,00
"2015";"AL";"CAMPO GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";41800,00
"2015";"AL";"CANAPI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2500,00
"2015";"AL";"CANAPI";"MUNICIPAL";"CRECHE";87400,00
"2015";"AL";"CANAPI";"MUNICIPAL";"EJA";41280,00
"2015";"AL";"CANAPI";"MUNICIPAL";"ENSINO FUNDAMENTAL";218220,00
"2015";"AL";"CANAPI";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";11448,00
"2015";"AL";"CANAPI";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";1080,00
"2015";"AL";"CANAPI";"MUNICIPAL";"PRÉ-ESCOLA";68000,00
"2015";"AL";"CANAPI";"MUNICIPAL";"QUILOMBOLA";25560,00
"2015";"AL";"CAPELA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7830,00
"2015";"AL";"CAPELA";"MUNICIPAL";"CRECHE";63180,00
"2015";"AL";"CAPELA";"MUNICIPAL";"EJA";49680,00
"2015";"AL";"CAPELA";"MUNICIPAL";"ENSINO FUNDAMENTAL";179550,00
"2015";"AL";"CAPELA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";244548,00
"2015";"AL";"CAPELA";"MUNICIPAL";"PRÉ-ESCOLA";58050,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"CRECHE";8400,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"EJA";9720,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"ENSINO FUNDAMENTAL";158720,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";41856,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";3072,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"PRÉ-ESCOLA";30700,00
"2015";"AL";"CARNEIROS";"MUNICIPAL";"QUILOMBOLA";12000,00
"2015";"AL";"CHA PRETA";"MUNICIPAL";"CRECHE";13400,00
"2015";"AL";"CHA PRETA";"MUNICIPAL";"EJA";4920,00
"2015";"AL";"CHA PRETA";"MUNICIPAL";"ENSINO FUNDAMENTAL";79920,00
"2015";"AL";"CHA PRETA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";39024,00
"2015";"AL";"CHA PRETA";"MUNICIPAL";"PRÉ-ESCOLA";27300,00
"2015";"AL";"COITE DO NOIA";"MUNICIPAL";"CRECHE";11200,00
"2015";"AL";"COITE DO NOIA";"MUNICIPAL";"EJA";18960,00
"2015";"AL";"COITE DO NOIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";122880,00
"2015";"AL";"COITE DO NOIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";45000,00
"2015";"AL";"COITE DO NOIA";"MUNICIPAL";"PRÉ-ESCOLA";30900,00
"2015";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2700,00
